啊	啊	a·	不错啊，多美啊，快来啊，很好啊，小心啊	（助词）表示赞叹、惊叹、疑问、肯定、辩解、催促，停顿、列举等语气	
属	屬	shǔ	属于，附属		
数	數	shǔ	数数，数说，倒数，数数目，数到十，数典忘祖，数一数二，不可胜数	（动词）计算，查点	
薯	薯	shǔ	薯条，马铃薯		
蜀	蜀	shǔ			
署	署	shǔ	署名，签署，部署		
黍	黍	shǔ	黍米		
曙	曙	shǔ/shù	曙光		
蒜	蒜	swàn	蒜头，大蒜		
算	算	swàn	算命，计算		
燧	燧	swèi	燧石	上古取火的器具	
岁	歲	swèi	岁月，贺岁		
祟	祟	swèi	鬼祟，作祟		
邃	邃	swèi	深邃，精邃	深远	
穗	穗	swèi	稻穗，麦穗		
遂	遂	swèi	遂心，遂愿，未遂，功成名遂		
隧	隧	swèi	隧道		
碎	碎	swèi	破碎		
遂	遂	swéi	半身不遂		
随	隨	swéi	随便，跟随		
隋	隋	swéi	隋唐，隋朝		
绥	綏	swéi/swēi			
狻	狻	swān	狻猊	狮子	
酸	酸	swān	酸痛，心酸		
睢	睢	swēi		（地名）	
荽	荽	swēi	芫荽，香菜		
虽	雖	swēi	虽然		
濉	濉	swēi	濉河，濉溪	（水名，地名）	
孙	孫	swēn	孙子，子孙		
狲	猻	swēn	树倒猢狲散		
飧	飧	swēn	饔飧，朝饔夕飧	晚餐，简单的饭食	
荪	蓀	swēn	荪草，竹荪	一种香草	
髓	髓	swěi	骨髓，精髓		
损	損	swěn	损坏，受损		
榫	榫	swěn	榫头		
笋	筍	swěn	竹笋，芦笋		
隼	隼	swěn/jwěn		一种猛禽	
缩	縮	swō	缩短，退缩		
羧	羧	swō	羧基	一种有机化合物，含碳氧氢的基	
唆	唆	swō	罗唆		
嗦	嗦	swō	罗嗦，哆嗦		
梭	梭	swō	穿梭，日月如梭		
蓑	蓑	swō	蓑衣	用草或棕制作的雨衣	簑
娑	娑	swō	婆娑	漂动，漂扬，盘旋，起舞	
琐	瑣	swǒ	琐碎，繁琐		
唢	嗩	swǒ	唢呐		
锁	鎖	swǒ	锁门，封锁		
索	索	swǒ	索引，绳索		
所	所	swǒ	所以，处所		
蓿	蓿	syu·/sù	苜蓿		
绚	絢	sywàn	绚丽，绚烂	有文采	
渲	渲	sywàn	渲染		
炫	炫	sywàn	炫目，炫弄，炫耀	晃眼，光明照耀；有意显露，夸耀	
眩	眩	sywàn	晕眩，目眩	眼睛昏花；执迷，迷惑	
悬	懸	sywán			
旋	旋	sywán	旋转		
玄	玄	sywán	玄学，玄奥，玄机		
璇	璇	sywán			
漩	漩	sywán	漩涡	水流旋转的圆涡	
璿	璿	sywán		美玉	
玹	玹	sywán			
血	血	sywè			
谑	謔	sywè/nywè	谑而不虐，戏谑	开玩笑	
噱	噱	sywé	噱头	逗笑的话或举动	
学	學	sywé	学生，大学		
踅	踅	sywé	踅身离去	转，中途折回	
穴	穴	sywé/sywè	穴位，洞穴		
宣	宣	sywān	宣布，宣传		
萱	萱	sywān	萱草		
暄	暄	sywān	寒暄	温暖	
轩	軒	sywān	轩辕，轩轾，轩然大波		
瑄	瑄	sywān			
喧	喧	sywān	喧哗		
煖	煖	sywān	煖风	温暖	
煊	煊	sywān	光明，温暖		
禤	禤	sywān		（姓）	
靴	靴	sywē	靴子，皮靴		
削	削	sywē	削减，削弱，削发，削价，剥削，削铁如泥	（用于合成词和成语）用刀刮除	
薛	薛	sywē		（姓）	
雪	雪	sywě	雪花，下雪		
鳕	鱈	sywě	鳕鱼		
选	選	sywǎn	选择，大选		
癣	癬	sywǎn/syǎn	干癣	一种皮肤病	
吓	嚇	syà	吓人，吓唬	使害怕	
夏	夏	syà	夏天，盛夏		
下	下	syà	下雨，天下		
厦	廈	syà	厦门		
罅	罅	syà	罅隙，云罅	缝隙	
宪	憲	syàn	宪法，违宪		
羡	羨	syàn	羡慕，叹羡		
陷	陷	syàn	陷阱，缺陷		
腺	腺	syàn			
县	縣	syàn	县城，县长		
现	現	syàn	现象，出现		
线	線	syàn	线索，直线		綫
苋	莧	syàn	苋菜		
馅	餡	syàn	馅饼，露馅		
献	獻	syàn	献花，贡献		
霰	霰	syàn	霰弹，霰弹枪	雪子，雪珠	
限	限	syàn	限制，无限		
象	象	syàng	象牙，现象		
橡	橡	syàng	橡胶，橡树，橡实		
项	項	syàng	项链，款项		
像	像	syàng	像话，影像		
向	嚮	syàng	向往，向导		
向	向	syàng	向前，方向		
巷	巷	syàng			
相	相	syàng	相貌，相亲，相国，相命，相字，长相，面相，福相，窘相，吃相，丞相，宰相，傧相，寒酸相，穷酸相，相机而动，相夫教子，吉人天相，人不可貌相	审视，察看，辨察，占卜；外表，容貌，外形，模样；官名	
啸	嘯	syàu	海啸		
傚	傚	syàu			
笑	笑	syàu	笑话，微笑		
効	効	syàu			
孝	孝	syàu	孝顺，忠孝		
效	效	syàu	效果，有效		
哮	哮	syàu	哮喘，咆哮		
校	校	syàu	校长，校园，校址，校舍，校官，学校，母校，夜校，将校，上校，中校，少校	教学的地方；一种军衔	
肖	肖	syàu	肖像，生肖		
遐	遐	syá	遐想，闻名遐迩		
辖	轄	syá	管辖，直辖市		
暇	暇	syá	无暇，空暇，闲暇		
柙	柙	syá	出柙	木笼，囚笼，囚车（用于押解犯人或猛兽）	
瑕	瑕	syá	瑕疵，无瑕	有疵的玉	
侠	俠	syá	侠客，武侠		
黠	黠	syá	慧黠，狡黠		
匣	匣	syá	话匣子，黑匣子		
狭	狹	syá	狭窄，狭小		
狎	狎	syá	狎昵，狎侮	亲近而态度不庄重	
峡	峽	syá	峡谷，海峡		
霞	霞	syá	晚霞，云霞，朝霞		
硖	硤	syá	硖石，石硖尾	（地名）两山间的溪谷	峽
嫌	嫌	syán	嫌疑，涉嫌		
咸	咸	syán	咸阳	全，都，皆	
痫	癇	syán	癫痫		
涎	涎	syán	垂涎，流涎，垂涎三尺		
贤	賢	syán			
咸	鹹	syán	咸味，咸水，咸淡		
闲	閒	syán	闲聊，休闲		閑
衔	銜	syán	头衔，领衔，军衔		
弦	弦	syán	弦乐，琴弦		絃
舷	舷	syán	船舷，左舷		
娴	嫺	syán	娴熟，娴雅	熟练，沉静，文雅	嫻
啣	啣	syán		用嘴巴含着	
翔	翔	syáng	翔实，飞翔，翱翔		
详	詳	syáng	详细，不详		
祥	祥	syáng	慈祥，吉祥，发祥地		
降	降	syáng	降服，投降	向敌人屈服	
淆	淆	syáu/yáu	混淆		
懈	懈	syè	松懈，不懈		
解	解	syè	解数，浑身解数	（姓、地名）手段，本事	
獬	獬	syè	獬豸	传说中一种能判断疑难案件的神兽	
谢	謝	syè			
卸	卸	syè	卸任，推卸		
亵	褻	syè	亵渎，猥亵		
泄	洩	syè	发泄		
邂	邂	syè	邂逅		
泻	瀉	syè			
泄	泄	syè	泄露，排泄		
械	械	syè	机械		
蟹	蟹	syè	蟹壳，螃蟹		
绁	絏	syè	缧绁	绳索	紲
薤	薤	syè		一种多年生草本植物	
瀣	瀣	syè	沆瀣，沆瀣一气	夜间的水气	
榭	榭	syè	台榭，水榭	建在台上的房屋	
媟	媟	syè	媟弄，媟慢	轻侮，轻慢，不恭敬	
屑	屑	syè/sywè	木屑，不屑	碎末，残片	
写	寫	syè/syě	写意	（方言）惬意，舒服	
邪	邪	syé	邪恶，邪门，邪说，邪念，无邪，中邪，风邪，邪魔外道，改邪归正	不正当	
偕	偕	syé	白头偕老		
鞋	鞋	syé	鞋子，拖鞋		
斜	斜	syé	斜坡，倾斜		
协	協	syé	协会，妥协		
胁	脅	syé	胁迫，威胁		
谐	諧	syé	和谐，诙谐	协调，调和，相近，相似	
撷	擷	syé/jyé	撷取，采撷	摘下，取下	
挟	挾	syé/syá	挟持，要挟		
携	攜	syé/syī	携带，提携		
系	係	syì	关系		
阋	鬩	syì	阋神星	不和，争吵的意思	
系	系	syì	系统		
戏	戲	syì	戏剧，游戏		
系	繫	syì	系上，联系		
细	細	syì			
隙	隙	syì	缝隙，有隙可乘		
屃	屭	syì	赑屃，负屃	用力的样子	屓
歙	歙	syì		收敛，吸气	
信	信	syìn	信仰，相信		
芯	芯	syìn	芯子	引线，物体的中心部分	
囟	囟	syìn	囟门	婴儿头顶骨未合缝处	顖
衅	釁	syìn	挑衅		
姓	姓	syìng	姓名，百姓		
性	性	syìng	性能		
兴	興	syìng	兴趣，兴致，高兴，扫兴，雅兴，助兴，尽兴，即兴，乘兴，败兴，兴高采烈	喜爱的情绪	
悻	悻	syìng	悻悻离去	怨恨，恼怒	
幸	倖	syìng	侥幸，宠幸		
幸	幸	syìng	幸福，荣幸		
杏	杏	syìng	杏仁，银杏		
婞	婞	syìng	婞直，婞婞	倔强	
袭	襲	syí	袭击，沿袭		
檄	檄	syí	檄文，羽檄	用于征召或声讨的文书	
习	習	syí	习惯，练习		
锡	錫	syí		化学元素50	
席	席	syí	席卷，主席		
媳	媳	syí	媳妇，儿媳		
蓆	蓆	syí			
隰	隰	syí		低下的湿地；新开垦的田	
形	形	syíng	形容，外形		
型	型	syíng			
刑	刑	syíng	刑警，处刑		
行	行	syíng	行走，行李，行动，行人，步行，实行，流行，举行	走	
邢	邢	syíng		（姓）	
荥	滎	syíng	荥阳	（地名）	
陉	陘	syíng	井陉	（地名）山口，山脉中断的地方	
铏	鉶	syíng		古代盛菜羹的器皿	
行	行	syíng/syìng	言行，品行，罪行	足以表明品质的举止行动	
秀	秀	syòu	秀美，优秀		
袖	袖	syòu	袖口，衣袖		
锈	鏽	syòu	铁锈，生锈，防锈		銹
嗅	嗅	syòu	嗅觉	用鼻子辨别气味	
绣	繡	syòu	绣花，锦绣		綉
宿	宿	syòu	星宿，二十八宿	（天文学）星的集合体	
臭	臭	syòu	无色无臭，乳臭未干，无声无臭	气味	
溴	溴	syòu		化学元素35	
琇	琇	syòu			
岫	岫	syòu		山洞；山峰	
婿	婿	syù	女婿		
畜	畜	syù	畜牧	（动词）饲养动物	
蓄	蓄	syù	蓄意，含蓄		
恤	恤	syù	恤金，体恤		
旭	旭	syù	旭日		
酗	酗	syù	酗酒		
絮	絮	syù	絮叨，花絮		
叙	敘	syù	叙述		
序	序	syù	序言，秩序		
绪	緒	syù	头绪，情绪		
续	續	syù	续集，继续		
溆	漵	syù	溆水，溆浦	（水名，地名）	
煦	煦	syù/syǔ	和煦	温暖	
训	訓	syùn	训练，教训		
汛	汛	syùn	汛期，防汛	河流定期的涨水	
讯	訊	syùn	讯息，通讯		
迅	迅	syùn	迅速，迅猛，迅即		
浚	浚	syùn	浚县	（地名）	濬
殉	殉	syùn	殉职，殉葬		
熏	熏	syùn	熏倒，熏着	受毒气等的气味而窒息或昏倒	燻
巽	巽	syùn			
蕈	蕈	syùn	蕈类	蘑菇，一种食用菌	
逊	遜	syùn/swèn	出言不逊		
驯	馴	syùn/syún	驯服，温驯		
徐	徐	syú	徐缓，徐步，徐徐	（姓）	
询	詢	syún	询问，查询		
循	循	syún	循环，遵循		
峋	峋	syún	嶙峋	山石重叠不平	
鲟	鱘	syún	鲟鱼		
寻	尋	syún	寻找，搜寻		
荀	荀	syún			
荨	蕁	syún	荨麻疹		
巡	巡	syún	巡逻，巡弋，巡回		
旬	旬	syún	初旬，中旬，下旬		
珣	珣	syún		一种玉石	
雄	雄	syúng	雄心，英雄		
熊	熊	syúng	熊猫，黑熊		
虾	蝦	syā	虾子，龙虾		
瞎	瞎	syā	瞎眼，瞎子，瞎猜		
呷	呷	syā/syá			
仙	仙	syān	仙人，神仙		
先	先	syān	先生，首先		
酰	酰	syān	酰基，聚酰亚胺		
暹	暹	syān	暹罗	泰国的旧称	
纤	纖	syān	纤维		
鲜	鮮	syān	鲜花，鲜美，鲜明，鲜艳，鲜嫩，新鲜，海鲜，尝鲜，屡见不鲜	美味，甜美，清新	
氙	氙	syān	疝气	化学元素54	
掀	掀	syān			
籼	秈	syān	籼米，籼稻	一种稻米	
湘	湘	syāng	湘剧，湘绣，湘语	湖南的简称	
箱	箱	syāng	箱子，纸箱		
香	香	syāng	香水，烧香		
相	相	syāng	相信，相称，相较，相像，相异，互相，相得益彰，相亲相爱，两地相思，出门相迎，守望相助，实不相瞒，旗鼓相当，有事相烦	彼此，交互，两方面	
乡	鄉	syāng	乡下，故乡		
襄	襄	syāng	襄阳	（地名）	
镶	鑲	syāng	镶嵌，镶金		
厢	廂	syāng	包厢，一厢情愿		
蠁	蠁	syāng/syàng		知声虫，蛹中虫	
削	削	syāu	削皮，削梨，切削，削球，削铅笔，刀削面，削苹果皮	用刀刮除	
箫	簫	syāu			
骁	驍	syāu	骁勇，骁将，骁悍	勇猛	
嚣	囂	syāu	嚣张		
萧	蕭	syāu	萧条		
霄	霄	syāu	云霄，九霄云外		
鸮	鴞	syāu	鸱鸮	猫头鹰	
枭	梟	syāu	枭雄，盐枭	猫头鹰；勇猛，强悍	
消	消	syāu	消极，取消		
逍	逍	syāu	逍遥		
硝	硝	syāu	硝烟		
魈	魈	syāu	山魈	一种猕猴	
潇	瀟	syāu	潇洒		
宵	宵	syāu	夜宵，通宵达旦		
销	銷	syāu	销售，推销		
肖	肖	syāu		（姓）	
些	些	syē	些许，一些		
歇	歇	syē	歇息，停歇		
蝎	蠍	syē	蝎子，天蝎		
揳	揳	syē			
楔	楔	syē/syè	楔子，木楔		
写	寫	syě	写字，特写		
血	血	syě		（用于口语）	
西	西	syī			
希	希	syī	希望	盼望	
悉	悉	syī	熟悉，据悉		
吸	吸	syī	吸引，呼吸		
犀	犀	syī	犀牛，木犀		
稀	稀	syī	稀少，稀罕		
兮	兮	syī			
皙	皙	syī	白皙		
唏	唏	syī	唏嘘，嘘唏	叹息	
熹	熹	syī			
奚	奚	syī	奚落		
溪	溪	syī	溪水		
羲	羲	syī	伏羲		
曦	曦	syī	晨曦	早晨的阳光	
牺	犧	syī	牺牲		
析	析	syī	分析		
蜥	蜥	syī	蜥蜴		
膝	膝	syī	膝盖，屈膝		
蟋	蟋	syī	蟋蟀		
醯	醯	syī		醋，酸	
嬉	嬉	syī	嬉戏，嬉皮笑脸		
熙	熙	syī	熙攘，康熙		
晰	晰	syī	清晰		
淅	淅	syī	淅沥沥	淘米	
硒	硒	syī		化学元素34	
烯	烯	syī	烯烃，聚乙烯	一种有机化合物	
欷	欷	syī	欷歔，歔欷	叹息	
嘻	嘻	syī			
舾	舾	syī	舾装	船舶装备品	
浠	浠	syī	浠水	（地名、水名）	
茜	茜	syī		（人名用字）	
樨	樨	syī	木樨	一种植物	
晞	晞	syī		干，干燥	
蹊	蹊	syī	蹊径，山蹊	小路	
豨	豨	syī	豭豨	（古）猪	
嶲	嶲	syī	巂州，越嶲	（地名）中国古代西南民族、地名	西
瘜	瘜	syī	瘜肉	息肉	
夕	夕	syī/syì	夕阳，旦夕		
矽	矽	syī/syì		化学元素14（普通话今作硅）	
囍	囍	syī/syì			
翕	翕	syī/syì	翕动	协调，合	
汐	汐	syī/syì	潮汐		
息	息	syī/syí	息怒，信息		
惜	惜	syī/syí	惜别，可惜		
熄	熄	syī/syí	熄灭，吹熄		
昔	昔	syī/syí	昔日，今昔		
裼	裼	syī/syí	袒裼，袒裼裸裎	（古）长衣	
心	心	syīn			
辛	辛	syīn	辛苦，艰辛		
欣	欣	syīn	欣慰，欢欣		
新	新	syīn			
芯	芯	syīn	灯芯	去皮的灯心草	
薪	薪	syīn	薪水，加薪	柴火	
馨	馨	syīn	馨香，温馨	芳香	
忻	忻	syīn		喜悦	
鑫	鑫	syīn		财富兴盛	
昕	昕	syīn		黎明	
锌	鋅	syīn		化学元素30	
歆	歆	syīn		喜悦，羡慕	
莘	莘	syīn	莘庄	（植物名，地名）	
妡	妡	syīn			
兴	興	syīng	兴建，兴奋，兴盛，兴旺，兴隆，兴衰，兴起，振兴，复兴，中兴，时兴，新兴	发动，创办，昌盛，旺盛，流行	
腥	腥	syīng	腥味，血腥		
星	星	syīng	星星，明星，流星		
猩	猩	syīng	猩红，猩猩		
惺	惺	syīng	惺忪，假惺惺		
休	休	syōu	休息，退休		
羞	羞	syōu	羞愧，害羞		
修	修	syōu	修理，装修，维修		
鸺	鵂	syōu	鸱鸺，鸺鹠	枭，一种鸟	
咻	咻	syōu	咻气，气咻咻	喘气声	
貅	貅	syōu	貔貅	一种猛兽，像虎	
髹	髹	syōu		给器物涂漆，把漆涂在器物上	
馐	饈	syōu	馐膳，珍馐	美味的食物，精美的食品	
需	需	syū	需要，急需		
戌	戌	syū	戌时	地支的第十一位	
胥	胥	syū	胥吏，钞胥	古代的小官	
虚	虛	syū	虚假，空虚		
嘘	噓	syū	吹嘘，唏嘘		
墟	墟	syū	废墟		
须	鬚	syū	须子，胡须		
顼	頊	syū	颛顼		
歔	歔	syū	歔欷，欷歔	叹息	
须	須	syū	须知，无须		
吁	吁	syū	长吁短叹	叹息	
盱	盱	syū		张目，睁大眼睛	
醺	醺	syūn			
熏	熏	syūn	熏陶，熏染		
熏	熏	syūn	熏黑，熏肉，烟熏		燻
薰	薰	syūn	薰草	一种香草	
勋	勳	syūn	勋章，授勋		勛
埙	壎	syūn	埙篪相和	一种古代吹奏乐器	塤
凶	兇	syūng	凶狠，凶手，行凶，帮凶		凶
凶	凶	syūng	凶兆，吉凶		
胸	胸	syūng	胸部，心胸		
匈	匈	syūng			
汹	洶	syūng	汹涌		
兄	兄	syūng	兄弟，老兄		
蚬	蜆	syǎn			
跣	跣	syǎn	跣足	光着脚	
险	險	syǎn	险境，危险		
冼	冼	syǎn		（姓）	
鲜	鮮	syǎn	鲜有，鲜见，鲜少，鲜为人知，寡廉鲜耻	少，寡，不多	
显	顯	syǎn	显示，明显		
饷	餉	syǎng			
想	想	syǎng	想念，理想		
享	享	syǎng	享受，分享		
鲞	鯗	syǎng	鲞鱼	剖开晾干的鱼	
飨	饗	syǎng	飨客	用酒食款待人	
响	響	syǎng	响彻，影响		
筱	筱	syǎu			
晓	曉	syǎu	破晓，知晓，揭晓		
小	小	syǎu			
徙	徙	syǐ	徒居，迁徙		
喜	喜	syǐ	喜欢，恭喜		
洗	洗	syǐ	洗衣，冲洗		
玺	璽	syǐ	玉玺		
屣	屣	syǐ		鞋子	
禧	禧	syǐ/syī	千禧，慈禧		
省	省	syǐng	反省，不省人事		
醒	醒	syǐng	醒来，吵醒		
擤	擤	syǐng	擤鼻涕		
宿	宿	syǒu	通宿，一宿，半宿，整宿，住一宿，三天两宿	（量词）计算夜数	
朽	朽	syǒu	腐朽，不朽		
诩	詡	syǔ	自诩	说大话，夸张	
栩	栩	syǔ	栩栩如生		
许	許	syǔ	许愿，也许		
嗣	嗣	sz`	嗣子，后嗣	子孙	
伺	伺	sz`	伺机，伺便，伺探，窥伺	观察，探察，侦候	
似	似	sz`	似乎，相似，类似		
寺	寺	sz`	寺庙，清真寺		
巳	巳	sz`			
四	四	sz`		（数字）	
饲	飼	sz`	饲料，饲养		
俟	俟	sz`	俟机，俟候	等待	
肆	肆	sz`	肆虐，放肆	放纵，任意妄为，不加拘束；数字“四”的大写	
泗	泗	sz`			
驷	駟	sz`	一言既出驷马难追	四匹马	
祀	祀	sz`	祭祀，奉祀		
耜	耜	sz`	耒耜	古代农具名	
姒	姒	sz`			
司	司	sz¯	司机，公司		
思	思	sz¯	思想，思考，思念，思索，思路，思绪，深思，反思，心思，构思，单相思，三思而行，百思不解，深思熟虑，胡思乱想，饮水思源，不假思索，不可思议	想，怀念，想念；想法，意念	
斯	斯	sz¯	斯文，瓦斯		
私	私	sz¯	私人，自私		
丝	絲	sz¯	丝绸，螺丝		
撕	撕	sz¯	撕裂，撕碎		
嘶	嘶	sz¯	人喊马嘶	马叫	
厮	廝	sz¯	厮守，厮杀，这厮		
鸶	鷥	sz¯	白鹭鸶	一种鸟	
偲	偲	sz¯	偲偲	互相责勉，相互切磋	
思	思	sz·/sz`	意思，好意思，小意思，有意思，不好意思	意义，含义，意见，心意，用意，趋势，趣味	
死	死	szˇ	死亡，生死		
飒	颯	sà	飒飒声		
卅	卅	sà			
萨	薩	sà	菩萨，拉萨		
塞	塞	sài	塞外，要塞，边塞，关塞，塞翁失马	边界上的险要地方	
赛	賽	sài	赛马，比赛		
散	散	sàn	散步，散心，散会，散布	分开，分离，分布，分给，排遣，解雇	
丧	喪	sàng	丧失，丧气，丧命	丢掉，失去	
臊	臊	sàu	羞臊，害臊		
扫	掃	sàu	扫把，扫帚		
啬	嗇	sè	吝啬		
色	色	sè	色彩，颜色		
铯	銫	sè		化学元素55	
塞	塞	sè	塞责，堵塞，闭塞，阻塞，充塞，搪塞，闭目塞听	（用于合成词）堵，填满，阻隔，受阻，不畅，不通	
瑟	瑟	sè	琴瑟，萧瑟，瑟瑟		
涩	澀	sè			
嗽	嗽	sòu	咳嗽，干嗽		
愫	愫	sù	情愫	诚意，真情	
溯	溯	sù	溯源，追溯		
诉	訴	sù	诉说，告诉		
粟	粟	sù	罂粟花		
塑	塑	sù	塑料，雕塑		
夙	夙	sù	夙愿		
僳	僳	sù	傈僳族		
宿	宿	sù	宿舍，宿愿，宿敌，宿命，宿醉，住宿，归宿，寄宿，投宿，露宿	住，过夜；年老的；素有的，旧有的	
肃	肅	sù	肃穆，严肃		
速	速	sù	速度，快速		
鹔	鷫	sù	鹔鹴	一种水鸟	
簌	簌	sù			
素	素	sù	素食，因素		
谡	謖	sù	谡谡	起，起来	
宋	宋	sùng		（姓）	
送	送	sùng	送信，发送		
颂	頌	sùng	颂扬，歌颂		
讼	訟	sùng	诉讼		
诵	誦	sùng	诵读，朗诵		
俗	俗	sú	俗语，风俗		
仨	仨	sā		三个（后面不能加量词）	
撒	撒	sā	撒网，撒谎，撒娇		
腮	腮	sāi	腮腺，腮帮子		
鳃	鰓	sāi			
噻	噻	sāi	噻唑	一种有机化合物	
塞	塞	sāi	塞满，塞子，塞住，塞车，耳塞，活塞，木塞，瓶塞，软木塞	堵，填满，阻隔，受阻，不畅，不通	
三	三	sān	三個，三角，再三，三番五次	（数字）	
叁	叄	sān		数字“三”的大写	
三	三	sān/sàn	三思	屡次，多次，再三	
丧	喪	sāng	丧礼，丧葬	跟死人有关的事	
桑	桑	sāng	桑树，沧桑		
搔	搔	sāu	搔痒，搔首弄姿		
骚	騷	sāu	骚扰，牢骚		
臊	臊	sāu	臊臭，腥臊，狐臊，鸟臊，尿臊气		
森	森	sēn	森林，阴森		
僧	僧	sēng	僧人，僧侣，老僧		
馊	餿	sōu	馊主意		
飕	颼	sōu			
搜	搜	sōu	搜索，搜集		蒐
螋	螋	sōu	蠼螋		
嗖	嗖	sōu		（象声词）迅速通过的声音	
艘	艘	sōu/sāu			
稣	穌	sū			
苏	囌	sū	噜苏	多话，多言	
酥	酥	sū	酥松，香酥		
苏	甦	sū	苏醒，复苏	从昏迷中醒过来	
苏	蘇	sū	苏州，流苏		
松	松	sūng	松树，松林，松针		
松	鬆	sūng	松软，松弛，放松，轻松		
忪	忪	sūng	惺忪，睡眼惺忪	未睡醒的样子	
淞	淞	sūng	淞江	（水名）	
嵩	嵩	sūng	嵩山	（山名）	
菘	菘	sūng	菘菜，菘蓝	白菜，黄芽菜	
洒	灑	sǎ	洒脱，潇洒		
撒	撒	sǎ	撒种		
散	散	sǎn	散文，散漫，散发	松开，不约束，不守纪律，零碎的，不集中的	
伞	傘	sǎn	伞兵，雨伞，撑伞		
馓	饊	sǎn	馓子	一种油炸的面食	
嗓	嗓	sǎng	嗓子，嗓门		
搡	搡	sǎng	用力一搡	用力推	
扫	掃	sǎu	扫地		
嫂	嫂	sǎu	嫂子，大嫂		
擞	擻	sǒu	抖擞	振作，振奋	
嗾	嗾	sǒu	嗾使	指使狗的声音	
叟	叟	sǒu		老人，年老的男人	
薮	藪	sǒu	薮猫，渊薮	水边的草地，长着很多草的湖	
怂	慫	sǔng	怂恿		
竦	竦	sǔng			
耸	聳	sǔng	耸肩，耸动		
悚	悚	sǔng	毛骨悚然		
沓	沓	ta·	疲沓	（用于疲沓）	
篡	篡	tswàn	篡位，篡改		
窜	竄	tswàn	流窜，逃窜		
爨	爨	tswàn		灶；烧火做饭	
粹	粹	tswèi	精粹，纯粹		
脆	脆	tswèi	干脆		
啐	啐	tswèi	啐唾沫	用力吐出来	
焠	焠	tswèi	焠炼	烧，灼	
淬	淬	tswèi	淬砺	刻苦锻炼	
悴	悴	tswèi	憔悴		
萃	萃	tswèi	荟萃，出类拔萃		
翠	翠	tswèi	翠绿，翡翠		
瘁	瘁	tswèi	心力交瘁，鞠躬尽瘁	过渡劳累	
寸	寸	tswèn	寸步，分寸		
吋	吋	tswèn		英寸	
存	存	tswén	存在，生存		
错	錯	tswò	错误，犯错		
锉	銼	tswò	锉刀		
挫	挫	tswò	挫败，挫折		
措	措	tswò	措施，失措	处置，安放，筹划	
痤	痤	tswó	痤疮	暗疮，一种皮肤病	
汆	汆	tswān		把食物放进开水里稍微煮一下	
蹿	躥	tswān		向上跳，向前跳，喷射	
撺	攛	tswān		扔，抛掷，怂恿	
摧	摧	tswēi	摧毁		
崔	崔	tswēi		（姓）高大的样子	
催	催	tswēi	催促		
衰	衰	tswēi	衰序，等衰	次序，等级	
榱	榱	tswēi		屋椽，椽子	
村	村	tswēn	村庄，乡村		邨
璀	璀	tswěi	璀璨	光亮，色彩鲜明	
忖	忖	tswěn	忖度，思忖	推测，思量	
搓	搓	tswō	揉搓		
磋	磋	tswō	磋商，切磋		
撮	撮	tswō/tswò	撮合，撮口，撮要，公撮，一撮盐，一撮土，一撮芝麻，小撮坏人	（动词）聚合，聚拢，抓取，摘录，摘取；（方言，量词）手指抓取物的单位，极少的东西	
次	次	tsz`	次数，次级，初次，再次		
刺	刺	tsz`	刺激，鱼刺		
伺	伺	tsz`	伺候	守候，服侍，照料	
赐	賜	tsz`/sz`	赐教，赐予，恩赐		
疵	疵	tsz¯	瑕疵		
差	差	tsz¯	差等，参差，参差不齐	长短不齐	
跐	跐	tsz¯	跐溜	脚下滑动	
呲	呲	tsz¯	呲儿，挨呲	斥责，申斥	
粢	粢	tsz¯	粢饭	一种用糯米做成的食品	
瓷	瓷	tsz´	瓷器，陶瓷		
辞	辭	tsz´	辞职，辞行，辞典		
糍	糍	tsz´	糍粑		
词	詞	tsz´	词句，词典		
祠	祠	tsz´	祠堂，宗祠		
磁	磁	tsz´	磁铁，磁性，磁石		
慈	慈	tsz´	慈祥，慈悲，仁慈		
兹	茲	tsz´	龟兹	（古）国名	
茨	茨	tsz´			
雌	雌	tsz´/tsz¯	雌雄		
此	此	tszˇ	此处，彼此		
跐	跐	tszˇ		踏，践踏，踩	
泚	泚	tszˇ	泚笔，清泚	清澈或鲜明的样子	
玼	玼	tszˇ	玼玼	颜色鲜明的样子	
菜	菜	tsài			
蔡	蔡	tsài		（姓）	
灿	燦	tsàn	灿烂		
璨	璨	tsàn	璀璨		
粲	粲	tsàn	粲然，粲粲	鲜明美好的样子	
肏	肏	tsàu		（粗俗语）男子的性交动作	操
裁	裁	tsái	裁判，裁减，独裁		
才	才	tsái	才能，天才	能力	
财	財	tsái			
材	材	tsái	材料，木材		
才	才	tsái	方才，刚才	刚刚	纔
惭	慚	tsán	惭愧，羞惭		
蚕	蠶	tsán	蚕丝，蚕茧，蚕豆		
残	殘	tsán	残忍，凶残		
藏	藏	tsáng	躲藏，隐藏，收藏	躲，收好	
嘈	嘈	tsáu	嘈杂		
漕	漕	tsáu	漕运	从内陆河流和海路运送官粮到朝廷和运送军粮到军区	
槽	槽	tsáu	水槽		
曹	曹	tsáu		（姓）	
螬	螬	tsáu	蛴螬		
册	冊	tsè	册子，手册		
恻	惻	tsè	恻隐，凄恻	悲痛，悲伤	
厕	廁	tsè	厕所，男厕		
侧	側	tsè	侧面，外侧		
测	測	tsè	测试，推测		
策	策	tsè	策略，政策		
